5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_atypical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_atypical,yellow,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_typical,yellow_banana,0.60
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_typical,banana,0.30
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_typical,yellow,0.07
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_typical,yellow_cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_typical,blue_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_typical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.6,0.3,color_competitor_overinformative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_atypical,blue_banana,0.34
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_atypical,banana,0.02
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_atypical,blue,0.63
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_atypical,yellow_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_atypical,cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_atypical,yellow,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_atypical,yellow_banana,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_typical,yellow_banana,0.68
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_typical,banana,0.13
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_typical,yellow,0.18
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_typical,blue_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,informative_typical,blue_banana,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_atypical,blue_banana,0.60
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_atypical,banana,0.07
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_atypical,blue,0.33
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_atypical,yellow_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_atypical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_atypical,yellow,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_atypical,yellow_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_atypical,apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_typical,yellow_banana,0.69
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_typical,banana,0.15
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_typical,yellow,0.15
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_typical,blue_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_typical,blue_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,overinformative_typical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_atypical,blue_banana,0.51
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_atypical,banana,0.19
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_atypical,blue,0.23
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_atypical,blue_cup,0.02
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_atypical,cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_atypical,yellow_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_atypical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_atypical,yellow,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_typical,yellow_banana,0.60
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_typical,banana,0.30
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_typical,yellow,0.07
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_typical,yellow_cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_typical,blue_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_typical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,1,color_competitor_overinformative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_atypical,blue_banana,0.34
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_atypical,banana,0.02
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_atypical,blue,0.63
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_atypical,yellow_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_atypical,cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_atypical,yellow,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_atypical,yellow_banana,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_typical,yellow_banana,0.68
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_typical,banana,0.13
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_typical,yellow,0.18
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_typical,blue_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,informative_typical,blue_banana,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_atypical,blue_banana,0.60
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_atypical,banana,0.07
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_atypical,blue,0.33
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_atypical,yellow_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_atypical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_atypical,yellow,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_atypical,yellow_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_atypical,apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_typical,yellow_banana,0.69
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_typical,banana,0.15
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_typical,yellow,0.15
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_typical,blue_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_typical,blue_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,overinformative_typical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_atypical,blue_banana,0.51
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_atypical,banana,0.19
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_atypical,blue,0.23
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_atypical,blue_cup,0.02
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_atypical,cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_atypical,yellow_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_atypical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_atypical,yellow,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_typical,yellow_banana,0.60
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_typical,banana,0.30
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_typical,yellow,0.07
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_typical,yellow_cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_typical,blue_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_typical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.6,color_competitor_overinformative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_atypical,blue_banana,0.34
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_atypical,banana,0.02
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_atypical,blue,0.63
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_atypical,yellow_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_atypical,cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_atypical,yellow,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_atypical,yellow_banana,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_typical,yellow_banana,0.68
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_typical,banana,0.13
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_typical,yellow,0.18
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_typical,blue_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,informative_typical,blue_banana,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_atypical,blue_banana,0.60
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_atypical,banana,0.07
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_atypical,blue,0.33
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_atypical,yellow_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_atypical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_atypical,yellow,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_atypical,yellow_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_atypical,apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_typical,yellow_banana,0.69
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_typical,banana,0.15
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_typical,yellow,0.15
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_typical,blue_cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_typical,blue,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_typical,blue_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,overinformative_typical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_atypical,blue_banana,0.51
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_atypical,banana,0.19
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_atypical,blue,0.23
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_atypical,blue_cup,0.02
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_atypical,cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_atypical,yellow_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_atypical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_atypical,yellow,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_typical,yellow_banana,0.60
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_typical,banana,0.30
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_typical,yellow,0.07
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_typical,yellow_cup,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_typical,cup,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_typical,blue_apple,0.00
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_typical,apple,0.01
5,0,0.9,0.3,0.9,0.9,0.9,0.3,0.3,0.3,color_competitor_overinformative_typical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_atypical,blue_banana,0.07
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_atypical,banana,0.68
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_atypical,blue,0.01
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_atypical,yellow_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_atypical,cup,0.24
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_atypical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_atypical,yellow_banana,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_typical,yellow_banana,0.03
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_typical,banana,0.95
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_typical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_typical,blue_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_typical,cup,0.02
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_typical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,informative_typical,blue_banana,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_atypical,blue_banana,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_atypical,banana,0.85
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_atypical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_atypical,yellow_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_atypical,cup,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_atypical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_atypical,yellow_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_atypical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_typical,yellow_banana,0.03
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_typical,banana,0.91
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_typical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_typical,blue_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_typical,cup,0.01
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_typical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_typical,blue_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,overinformative_typical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_atypical,blue_banana,0.02
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_atypical,banana,0.88
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_atypical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_atypical,blue_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_atypical,cup,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_atypical,yellow_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_atypical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_atypical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_typical,yellow_banana,0.01
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_typical,banana,0.93
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_typical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_typical,yellow_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_typical,cup,0.01
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_typical,blue_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_typical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,1,color_competitor_overinformative_typical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_atypical,blue_banana,0.07
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_atypical,banana,0.69
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_atypical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_atypical,yellow_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_atypical,cup,0.24
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_atypical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_atypical,yellow_banana,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_typical,yellow_banana,0.03
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_typical,banana,0.95
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_typical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_typical,blue_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_typical,cup,0.02
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_typical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,informative_typical,blue_banana,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_atypical,blue_banana,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_atypical,banana,0.85
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_atypical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_atypical,yellow_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_atypical,cup,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_atypical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_atypical,yellow_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_atypical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_typical,yellow_banana,0.03
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_typical,banana,0.91
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_typical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_typical,blue_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_typical,cup,0.01
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_typical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_typical,blue_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,overinformative_typical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_atypical,blue_banana,0.02
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_atypical,banana,0.88
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_atypical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_atypical,blue_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_atypical,cup,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_atypical,yellow_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_atypical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_atypical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_typical,yellow_banana,0.01
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_typical,banana,0.93
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_typical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_typical,yellow_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_typical,cup,0.01
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_typical,blue_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_typical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.6,color_competitor_overinformative_typical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_atypical,blue_banana,0.07
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_atypical,banana,0.69
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_atypical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_atypical,yellow_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_atypical,cup,0.24
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_atypical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_atypical,yellow_banana,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_typical,yellow_banana,0.03
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_typical,banana,0.95
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_typical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_typical,blue_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_typical,cup,0.02
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_typical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,informative_typical,blue_banana,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_atypical,blue_banana,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_atypical,banana,0.85
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_atypical,blue,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_atypical,yellow_cup,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_atypical,cup,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_atypical,yellow,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_atypical,yellow_apple,0.00
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_atypical,apple,0.05
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_typical,yellow_banana,0.03
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_typical,banana,0.91
5,5,0.9,0.3,0.9,0.9,0.9,0.3,1,0.3,overinformative_typical,yellow,0.00
